row_index,country,date,file_name,link,region,story,title,country_simple,story_title,story_link,lat,lng,Category
2171,Iraq,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",AFP - http://news.yahoo.com/iraq-reports-2-700-missing-since-june-jihadist-231729101.html,Middle East and North Africa,"At least 2,700 people, mostly soldiers, are missing as a result of attacks by the ISIL group in Iraq, the human rights ministry said on Monday.  More than half of those registered as missing by the government are soldiers who were at the Speicher base which the jihadists captured six months ago near Tikrit.  ""The number of missing from Speicher base has reached 1,660, from Badush prison 487, in addition to 554 from other areas, including 38 women,"" the ministry said in a statement.  Badush is a prison outside the northern city of Mosul, which ISIL has used as its main hub in Iraq.  The ministry said those numbers are based on applications filed by relatives and subsequent checking with the relevant ministries.",Iraq reports 2700 missing since June Jihadist onslaught,iraq,Iraq reports 2700 missing since June Jihadist onslaught,AFP - http://news.yahoo.com/iraq-reports-2-700-missing-since-june-jihadist-231729101.html,33.223191,43.679291,food
2172,Iraq,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",AFP - http://www.france24.com/en/20141216-iraq-jihadists-release-pictures-mass-execution/,Middle East and North Africa,The ISIL group on Monday released pictures of the execution of 13 men described as anti-jihadist Sunni tribal fighters near the northern city of Tikrit. Three pictures published on a jihadist forum and pro-IS social media accounts show the execution of the men wearing orange jumpsuits. Local residents confirmed to AFP that a mass execution had taken place on a large roundabout six kilometres east of the city of Tikrit at around 3:30 pm.,Iraq jihadists release pictures of mass execution,iraq,Iraq jihadists release pictures of mass execution,AFP - http://www.france24.com/en/20141216-iraq-jihadists-release-pictures-mass-execution/,33.223191,43.679291,food
2173,Jordan,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Jordan Times - http://m.jordantimes.com/one-injured-two-arrested-in-border-infiltration-attempt,Middle East and North Africa,"One of the three was injured during the attempt, while Border Guards arrested the other two, Ameri added in a statement carried by the Jordan News Agency, Petra. JAF personnel administered first aid to the injured infiltrator and took him to hospital, Petra reported.  The other two were referred to the related institutions.","One injured, two arrested in border infiltration attempt",jordan,"One injured, two arrested in border infiltration attempt",Jordan Times - http://m.jordantimes.com/one-injured-two-arrested-in-border-infiltration-attempt,30.585164,36.238414,food
2174,Lebanon,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Daily Star - http://www.dailystar.com.lb/News/Lebanon-News/2014/Dec-15/281096-lebanon-hostage-families-burn-tires-after-receiving-new-threat.ashx#sthash.JD6ynf9b.dpuf,Middle East and North Africa,"Families told media that they had received calls from the abductors pledging to kill a captive within 48 hours unless the government responds to their demands. ""The obstacles are coming from the government,"" one protester shouted. ""The government wants our sons [hostages] dead to close the case.""",Hostage families burn tires after receiving new threat,lebanon,Hostage families burn tires after receiving new threat,Daily Star - http://www.dailystar.com.lb/News/Lebanon-News/2014/Dec-15/281096-lebanon-hostage-families-burn-tires-after-receiving-new-threat.ashx#sthash.JD6ynf9b.dpuf,33.854721,35.862285,food
2175,Libya,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Reuters - http://www.reuters.com/article/2014/12/15/us-libya-security-idUSKBN0JT1ZP20141215,Middle East and North Africa,"Libya's recognized government conducted air strikes against rival government forces trying to seize major oil ports in the east and against targets in the west on 15 December, witnesses said. A force loyal to the recognized Prime Minister flew air strikes against those rival government troops, located some 40 km from Es Sider port, its air force commander said. The Tripoli-based government said its troops controlled all roads leading to the country's biggest oil port. Some 800 km to the west, an air strike also targeted the town of Zuwara near the border to Tunisia, witnesses said. But the rival government kept control of the main crossing in Ras Jdir.",More air strikes near eastern port and border to Tunisia,libya,More air strikes near eastern port and border to Tunisia,Reuters - http://www.reuters.com/article/2014/12/15/us-libya-security-idUSKBN0JT1ZP20141215,26.3351,17.228331,food
2176,State of Palestine/Israel,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Global Post - http://www.globalpost.com/dispatch/news/afp/141215/5-palestinians-arrested-israel-planned-attacks,Middle East and North Africa,"Israels internal security services said Monday it has arrested five Palestinians for planning attacks including a suicide bombing in Tel Aviv.  The suspects from the West Bank were arrested in October and November and included a woman who planned to blow herself up in Israels commercial capital, the Shin Bet said.  The announcement came after a series of deadly incidents in Jerusalem November, where lone Palestinian attackers killed a number of Israelis.",5 Palestinians arrested in Israel for planned attacks,israel,5 Palestinians arrested in Israel for planned attacks,Global Post - http://www.globalpost.com/dispatch/news/afp/141215/5-palestinians-arrested-israel-planned-attacks,31.046051,34.851612,food
2177,State of Palestine/Israel,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Al Jazeera - http://www.aljazeera.com/news/middleeast/2014/12/israeli-troops-kill-palestinian-west-bank-2014121654947797159.html,Middle East and North Africa,The Israeli army confirmed that its special forces had launched a raid on the camp and that there had been clashes.,Israeli troops kill Palestinian in West Bank,israel,Israeli troops kill Palestinian in West Bank,Al Jazeera - http://www.aljazeera.com/news/middleeast/2014/12/israeli-troops-kill-palestinian-west-bank-2014121654947797159.html,31.046051,34.851612,food
2178,State of Palestine/Israel,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",AP - http://www.ksl.com/?nid=235&sid=32758446&title=kerry-netanyahu-meet-as-un-efforts-heat-up,Middle East and North Africa,"Secretary of State John Kerry met Monday with Israeli Prime Minister Benjamin Netanyahu as the U.S. and Israel developed their responses to a draft U.N. resolution that would set a two-year timetable for an Israeli-Palestinian peace accord. Before departing for the talks in Rome, Netanyahu took a hard line and said he would not allow others to dictate conditions for negotiations that might compromise Israel's security. For the U.S., however, the issue is trickier.","Kerry, Netanyahu meet as UN efforts heat up",israel,"Kerry, Netanyahu meet as UN efforts heat up",AP - http://www.ksl.com/?nid=235&sid=32758446&title=kerry-netanyahu-meet-as-un-efforts-heat-up,31.046051,34.851612,food
2179,Sudan,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Reuters - http://www.reuters.com/article/2014/12/15/us-sudan-un-chief-idUSKBN0JT2E820141215,Middle East and North Africa,"The UNAMID peacekeeping mission in Darfur is unlikely to bow to Sudan's request to leave the region when the situation there appears to be worsening, the head of the UN peacekeeping forces said. Sudan said in November that it had asked UNAMID to prepare an exit plan, days after denying peacekeepers permission to pay a second visit to the site of alleged mass rapes by Sudanese soldiers in the Darfur village of Tabit. The head of the UN peacekeeping forces said a review of UNAMID had been completed and that he would consult with his African Union counterpart, but added Khartoum knew the mission would not leave any time soon.",UN says forces in Darfur won't leave amid rising violence,sudan,UN says forces in Darfur won't leave amid rising violence,Reuters - http://www.reuters.com/article/2014/12/15/us-sudan-un-chief-idUSKBN0JT2E820141215,12.862807,30.217636,food
2180,Sudan,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Reuters - http://www.reuters.com/article/2014/12/12/us-sudan-icc-un-idUSKBN0JQ1Z520141212,Middle East and North Africa,"The International Criminal Court's prosecutor said on Friday that she had shelved an investigation into war crimes in Sudan's Darfur region for lack of action by the United Nations Security Council to push for arrests. The Hague-based court indicted Sudanese President Omar Hassan al-Bashir in 2009 for war crimes, crimes against humanity and genocide. It has also charged Defense Minister Abdel Raheem Muhammad Hussein, former Interior Minister Ahmed Haroun and Janjaweed militia leader Ali Kushayb.  None have been arrested.",International courts prosecutor shelves Darfur case for lack of UN support,sudan,International courts prosecutor shelves Darfur case for lack of UN support,Reuters - http://www.reuters.com/article/2014/12/12/us-sudan-icc-un-idUSKBN0JQ1Z520141212,12.862807,30.217636,food
2181,Syria,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Reuters - http://www.reuters.com/article/2014/12/16/us-mideast-crisis-base-idUSKBN0JU0WV20141216,Middle East and North Africa,"Around 100 Syrian soldiers and 80 Islamist fighters were killed during a two-day battle in which insurgents captured the Wadi al-Deif military base, the Syrian Observatory for Human Rights monitoring group said on Tuesday.  The Britain-based group said Islamist insurgents including al Qaeda's Syria wing, the Nusra Front, on Monday took the base next to the country's main north-south highway linking Aleppo with Damascus. Fighters also captured the smaller Hamidiya base, southwest of the Wadi al-Deif, the Observatory said.  The group said that around 120 soldiers were captured in the assault, citing insurgent sources.","Around 180 Syrian soldiers, jihadists reported killed in battle for base",syria,"Around 180 Syrian soldiers, jihadists reported killed in battle for base",Reuters - http://www.reuters.com/article/2014/12/16/us-mideast-crisis-base-idUSKBN0JU0WV20141216,34.802075,38.996815,food
2182,Yemen,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",AFP - http://reliefweb.int/report/yemen/yemen-car-bomb-attack-kills-25-including-15-children,Middle East and North Africa,"A suicide car bomb attack in central Yemen targeting a Shiite militia leader killed 25 people including 15 children on Tuesday, security and medical sources said.  The children were killed when their school bus was caught up in the attack targeting the home of a leader of the Shiite militia, known as Huthis, in the town of Rada, a local security source told AFP, blaming the attack on Al-Qaeda militants.  A medical source confirmed 25 people had died in the attack.","Yemen car bomb attack kills 25, including 15 children",yemen,"Yemen car bomb attack kills 25, including 15 children",AFP - http://reliefweb.int/report/yemen/yemen-car-bomb-attack-kills-25-including-15-children,15.552727,48.516388,food
2183,Yemen,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Al Jazeera - http://www.aljazeera.com/news/middleeast/2014/12/twin-yemen-car-bombs-leave-dozens-dead-2014121615352245192.html,Middle East and North Africa,"At least four people including two children have been killed after two car bombs exploded in Radaa city of central Yemen, local and medical sources said.  Houthi-linked TV channel Almasirah, however, put the death toll at 30.  One car bomb reportedly exploded near a checkpoint manned by Shia Houthi rebels while a school bus was passing. The second car exploded near the house of an official in the area said to be supporting Houthi rebels.  The Houthi rebel group has blamed theYemen-based al-Qaedain the Arabian Peninsula (AQAP) groupfor the attack.",Deadly car bombings hit Yemeni city,yemen,Deadly car bombings hit Yemeni city,Al Jazeera - http://www.aljazeera.com/news/middleeast/2014/12/twin-yemen-car-bombs-leave-dozens-dead-2014121615352245192.html,15.552727,48.516388,food
2184,Afghanistan,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",La Prensa - http://www.laprensasa.com/309_america-in-english/2843299_at-least-40-taliban-killed-in-afghanistan-since-sunday.html,Middle East and North Africa,"Since Sunday, at least 40 members of the Tailban militia were killed and around 50 more were injured in clashes with Afghan security forces in different parts of the country, official sources said on Monday.  Afghan National Army spokesperson Numan Hatifi said about 1200 Afghan and Pakistani insurgents launched coordinated attacks on government positions in the Damgan district of Kunar province, in eastern Afghanistan.",At least 40 Taliban killed since Sunday,afghanistan,At least 40 Taliban killed since Sunday,La Prensa - http://www.laprensasa.com/309_america-in-english/2843299_at-least-40-taliban-killed-in-afghanistan-since-sunday.html,33.93911,67.709953,food
2185,Afghanistan,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Khaama Press - https://www.khaama.com/suspected-isis-daesh-commander-arrested-in-afghanistan-9130,Middle East and North Africa,"A notorious anti-government armed militant commander who is believed to have links with ISIS, has been arrested by Afghan security forces in Paktia province. According to the local government officials, the detained commander has been identified as Qari Amandullah who is also famous as Qari Khalid. The arrest was made following a gun battle which continued for almost 15 minutes.",Suspected ISIL commander arrested,afghanistan,Suspected ISIL commander arrested,Khaama Press - https://www.khaama.com/suspected-isis-daesh-commander-arrested-in-afghanistan-9130,33.93911,67.709953,food
2186,India,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Reuters - http://www.trust.org/item/20141216084841-cs5xi/?source=search,Middle East and North Africa,"India on Tuesday declared a ban on ISIL, days after having detained an engineer for running a popular Twitter account extolling the militant group's military campaign. India has the world's third-largest population of Muslims, but they have largely shunned Islamist causes. Police say only four Indians are known to have joined ISIL, and one has since returned and is in custody. Home Minister Rajnath Singh told parliament the government aimed to limit the activities of the Middle Eastern group which has carved out swathes of territory in Iraq and Syria.","India bans ISIL, hunts for sympathisers",india,"India bans ISIL, hunts for sympathisers",Reuters - http://www.trust.org/item/20141216084841-cs5xi/?source=search,20.593684,78.96288,food
2187,Pakistan,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",http://www.aljazeera.com/news/asia/2014/12/fighters-attack-army-run-school-pakistan-20141216742794184.html,Middle East and North Africa,Al Jazeera ,Children massacred in Pakistan school attack,pakistan,Children massacred in Pakistan school attack,http://www.aljazeera.com/news/asia/2014/12/fighters-attack-army-run-school-pakistan-20141216742794184.html,30.375321,69.345116,food
2188,Pakistan,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Today’s News Gazette - http://todaysnewsgazette.com/pak-imran-khan-leads-lahore-protests/,Middle East and North Africa,"Supporters of the party of Pakistans Imran Khan shut down major roads in the eastern city of Lahore on Monday in the latest round of protests against the government. Thousands of followers of Khans Pakistan Tehreek-e-Insaf (PTI) gathered at different junctions on major roads in the city and burned tyres, forcing the suspension of public transport.",Imran Khan leads Lahore protests,pakistan,Imran Khan leads Lahore protests,Today’s News Gazette - http://todaysnewsgazette.com/pak-imran-khan-leads-lahore-protests/,30.375321,69.345116,food
2189,Across WCA,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Netscape - http://isp.netscape.com/pf/story.jsp?floc=FF-1001-i&idq=/ff/story/1001%2F20141215%2F8384.htm&sc=i,West and Central Africa,"The United Nations Economic Commission for Africa said Monday that it is crucial that the current Ebola health crisis not be a catalyst for financial distress in Sierra Leone, Guinea, and Liberia.  Carlos Lopez, a UN Under-Secretary-General and the Executive Secretary of the UN Economic Commission for Africa, appealed in Ethiopia on Monday for loan forgiveness.",UN commission asks for Ebola debt forgiveness,,UN commission asks for Ebola debt forgiveness,Netscape - http://isp.netscape.com/pf/story.jsp?floc=FF-1001-i&idq=/ff/story/1001%2F20141215%2F8384.htm&sc=i,0,0,food
2190,DR Congo,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Reuters - http://www.reuters.com/article/2014/12/15/us-un-congodemocratic-idUSKBN0JT29720141215,West and Central Africa,"Only a few of Rwanda's FDLR rebels operating in eastern DR Congo have laid down their arms before a January deadline, meaning that UN troops will launch operations against the group next month, the UN's peacekeeping chief said on 15 December.  Herve Ladsous said that the UN's DR Congo's mission, MONUSCO, was also involved in an offensive to pick off the last remaining elements of Ugandan Allied Democratic Forces (ADF) Islamist rebels, which also operate in Congo's lawless east.",UN brigade will need to neutralize rebels,dr congo,UN brigade will need to neutralize rebels,Reuters - http://www.reuters.com/article/2014/12/15/us-un-congodemocratic-idUSKBN0JT29720141215,-4.038333,21.758664,food
2191,DR Congo,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Reuters - http://www.reuters.com/article/2014/12/14/congodemocratic-katanga-aid-idUSL6N0TT3B220141214,West and Central Africa,"Faced with a dearth of UN peacekeepers, lack of funding and competition from other global crises, relief agencies are struggling to contain a growing humanitarian disaster in DR Congo's Katanga. The deteriorating situation in the copper and cobalt-rich southeastern province of Katanga, which the UNHCR labelled ""catastrophic"" last month, throws into sharp relief the gaping humanitarian needs. The number of displaced people in Katanga has leapt to nearly 600,000, from 55,000 three years ago, mostly due to violence by armed groups, including the secessionist movement Bakata Katanga. The crisis has taken DR Congo's humanitarian community by surprise after a decade spent focusing on the eastern border provinces of North and South Kivu.","UN, aid groups overstretched by crisis in Katanga",dr congo,"UN, aid groups overstretched by crisis in Katanga",Reuters - http://www.reuters.com/article/2014/12/14/congodemocratic-katanga-aid-idUSL6N0TT3B220141214,-4.038333,21.758664,food
2192,Nigeria,16/12/2014 19:33,"UNICEF OPSCEN Brief - Tuesday, 16 December 2014.docx",Reuters - http://www.trust.org/item/20141215180046-z4r7q/?source=jtOtherNews3,West and Central Africa,"More than a million Nigerians displaced by an insurgency in the northeast may not be able to vote in the 14 February 2015 presidential election unless the law is changed, the Independent National Electoral Commission (INEC) said on 15 December. A decision on how to deal with the displaced will not be taken before January 2015 when the National Assembly next meets. The potential loss of more than a million votes from the northern area could stoke tension.",A million displaced unable to vote unless law changed,nigeria,A million displaced unable to vote unless law changed,Reuters - http://www.trust.org/item/20141215180046-z4r7q/?source=jtOtherNews3,9.081999,8.675277,food
2193,Across Regions,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Daily Monitor - http://www.monitor.co.ug/News/World/UN-s-Ebola-crisis-manager-found-dead/-/688340/2526164/-/x6lu8tz/-/index.html,General,"The United Nations envoy charged with leading fight against Ebola in Guinea has been found dead a month after he was appointed to the post. Rwandan national Marcel Rudasingwa 59, ""died suddenly"", Aissata Cisse Yao Yao, of the UN Development Programme, said in a statement which did not reveal the cause. Yao however says Rudasindwa died of natural causes. At a time when we are focusing all our energies to help Guinea out of the Ebola outbreak, Marcel Rudasingwa made an invaluable contribution which is to be applauded,"" Yao added. Rudasingwa had worked for UNICEF for almost 20 years before being appointed as the Ebola Crisis Manager for Guinea. The career UN employee, he had worked in Kenya, Mali, Guinea and Denmark.",UN's Ebola crisis manager found dead in Guinea one month after appointment,,UN's Ebola crisis manager found dead in Guinea one month after appointment,Daily Monitor - http://www.monitor.co.ug/News/World/UN-s-Ebola-crisis-manager-found-dead/-/688340/2526164/-/x6lu8tz/-/index.html,0,0,food
2194,Across Regions,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Independent - http://www.independent.co.uk/news/world/politics/more-than-35-million-people-worldwide-are-being-held-as-slaves-9866430.html,General,"More than 35 million men, women, and children across the world are being held as slaves, according to a bleak new report. The document highlighted how swathes of people are currently trapped by forced labour, human trafficking, forced marriages, debt bondage and or commercial sexual exploitation.  The Global Slavery Index, an annual study by Australian NGO the Walk Free Foundation (WFF), also revealed that the 10 countries where slavery is most common account for 71 per cent of the overall global total. When slavery is measured by absolute numbers, India remained at top of the list where around 14.29 million people are enslaved, followed by China with 3.24 million, Pakistan with 2.06 million, Uzbekistan at 1.2 million, and 1.05 million in Russia.",More than 35 million people worldwide are being held as slaves,,More than 35 million people worldwide are being held as slaves,Independent - http://www.independent.co.uk/news/world/politics/more-than-35-million-people-worldwide-are-being-held-as-slaves-9866430.html,0,0,food
2195,Across Regions,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Xinhua - http://www.globalpost.com/dispatch/news/xinhua-news-agency/141117/drowning-kills-372000-people-each-year-un-report,General,"A newly released WHO report shows that drowning claims the lives of 372,000 people each year, said UN deputy spokesperson reported. The WHO on 17 November released the global report on drowning: Preventing a leading killer, which reveals that drowning kills more than 40 people every hour and is among the 10 leading causes of death for children and young people in every region.","Drowning kills 372,000 people each year",,"Drowning kills 372,000 people each year",Xinhua - http://www.globalpost.com/dispatch/news/xinhua-news-agency/141117/drowning-kills-372000-people-each-year-un-report,0,0,food
2196,Across Regions,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Reuters - http://in.reuters.com/article/2014/11/17/africa-el-nino-food-idINL6N0T45GM20141117,General,"With an El Nio event predicted to hit the Horn of Africa and the Sahel starting in December 2014, potentially bringing worsening droughts and floods, researchers are recommending action now to avoid a food crisis. Effective measure to cut risks might include better water management, planting a more diverse range of crops and sharing weather information, they said. Forecasts by the US National Ocean and Atmospheric Administration (NOAA) released this month warn of an El Nio period starting in December 2014 and lasting into 2015 - a risk for the two fragile regions prone to extreme weather, experts say. Recent El Nio events brought floods to the Horn of Africa in 1997-1998 and 2006-2007 and drought to the Sahel in 2012, resulting in losses of lives, harvests and livestock as well as infrastructure damage and outbreaks of hunger and disease.","As another El Nino looms, Africa aims to cut hunger threat",,"As another El Nino looms, Africa aims to cut hunger threat",Reuters - http://in.reuters.com/article/2014/11/17/africa-el-nino-food-idINL6N0T45GM20141117,0,0,food
2197,Across Regions,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",OCHA - http://reliefweb.int/report/south-sudan/un-deputy-humanitarian-chief-kyung-wha-kang-visit-south-sudan,General,"UN Deputy Humanitarian Chief Kyung-Wha Kang is scheduled to visit South Sudan from 19 to 21 November to draw attention to the humanitarian consequences of the current crisis and to mobilize support to scale up and expand critical aid operations. During her three-day mission, ASG Kang is expected to meet with communities affected by the crisis in different parts of the country, as well as senior Government officials and humanitarian partners. She will discuss ways of improving access to those in need and strengthening protection of civilians and aid workers.",UN Deputy Humanitarian Chief Kyung-Wha Kang to visit South Sudan,,UN Deputy Humanitarian Chief Kyung-Wha Kang to visit South Sudan,OCHA - http://reliefweb.int/report/south-sudan/un-deputy-humanitarian-chief-kyung-wha-kang-visit-south-sudan,0,0,food
2198,Across Regions,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",AFP - http://english.ahram.org.eg/NewsContent/2/8/115764/World/Region/UN-warns-of-more-IsraeliPalestinian-violence.aspx,General,"A senior UN official warned the Security Council on Monday that violence in Israel and the Palestinian territories was likely to worsen without a quick return to peace talks. ""Returning to negotiations has never been more important,"" UN Assistant-Secretary General Jens Toyberg-Frandzen told the 15-member council, during a meeting on the Middle East. ""Without a genuine commitment from the parties and an overall improvement in the lives of Palestinians, we should anticipate further deterioration of the security situation and an expansion of the current violence,"" he said.",UN warns of more Israeli-Palestinian violence,,UN warns of more Israeli-Palestinian violence,AFP - http://english.ahram.org.eg/NewsContent/2/8/115764/World/Region/UN-warns-of-more-IsraeliPalestinian-violence.aspx,0,0,food
2199,Ukraine,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",AFP - http://news.yahoo.com/eu-agrees-add-ukraine-separatists-blacklist-diplomats-134535465.html,Central and Eastern Europe and the Commonwealth of Independent States,"The EU agreed to blacklist more Ukrainian separatists on 17 November but stopped short of fresh sanctions against Russia, saying there was hope of restarting dialogue with Moscow to end the worst standoff since the Cold War. The new European Union diplomatic chief Federica Mogherini said foreign ministers meeting in Brussels had raised the possibility of her visiting Moscow for talks to seek a solution to a crisis. She said the EU would add more separatists to the list of 119 individuals currently facing travel bans and asset freezes. Those previously targeted range from close Putin allies and Russian oligarchs to rebel leaders. A final decision on the new names is due at the end of November.",EU sanctions separatists as crisis deepens,ukraine,EU sanctions separatists as crisis deepens,AFP - http://news.yahoo.com/eu-agrees-add-ukraine-separatists-blacklist-diplomats-134535465.html,48.379433,31.16558,food
2200,Ukraine,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Xinhua - http://news.xinhuanet.com/english/europe/europe/2014-11/17/c_127221791.htm,Central and Eastern Europe and the Commonwealth of Independent States,"Ukrainian forces beefed up its defenses along the frontline with territories controlled by independence-seeking insurgents in the country's east as fighting has intensified over the weekend, a military spokesperson said on 17 November. ""We have already prepared a first line of defense, reinforced our units, withdraw additional defensive means and weapons from storages and geared up additional troops,"" said the spokesperson for the National Security and Defense Council. He accused insurgents of attacking Ukrainian positions across Donetsk and Lugansk regions and preparing a fresh offensive aimed at breaking into the territories controlled by the government forces.",Army beefs up defences over intensified violence,ukraine,Army beefs up defences over intensified violence,Xinhua - http://news.xinhuanet.com/english/europe/europe/2014-11/17/c_127221791.htm,48.379433,31.16558,food
2201,Ukraine,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",ECHO - http://www.consilium.europa.eu/uedocs/cms_data/docs/pressdata/EN/foraff/145774.pdf,Central and Eastern Europe and the Commonwealth of Independent States,"The Council of the European Union (EU) announced on 17 November the launch of an advisory mission for civilian security sector reform in Ukraine on 1 December with an initial mandate of two years. According to a statement by the EU, the mission will assist the Ukrainian authorities in the field of civilian security sector reform, including police and rule of law.",EU to launch advisory mission for civilian security sector reform,ukraine,EU to launch advisory mission for civilian security sector reform,ECHO - http://www.consilium.europa.eu/uedocs/cms_data/docs/pressdata/EN/foraff/145774.pdf,48.379433,31.16558,food
2202,Ukraine,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Reuters - http://www.reuters.com/article/2014/11/17/us-ukraine-crisis-donetsk-idUSKCN0J115520141117,Central and Eastern Europe and the Commonwealth of Independent States,"Loud explosions and artillery fire rocked Donetsk airport in eastern Ukraine, despite attempts to negotiate an end to a battle that is undermining a ceasefire in regions held by separatists. A reporter near the strategically important airport saw flashes of artillery fire in several places and heard frequent blasts in new clashes between the pro-Russian rebels and government forces. A separatist leader said that the rebels had reached an agreement with the Ukrainian forces to stop shelling around Donetsk airport, which both Ukrainian and rebel forces lay partial claim to. But a military spokesperson in Kiev said the agreement was meant only to allow the rebels to recover the dead and wounded from the airport and that fighting had abated overnight.",Artillery explosions shake Donetsk airport in the east,ukraine,Artillery explosions shake Donetsk airport in the east,Reuters - http://www.reuters.com/article/2014/11/17/us-ukraine-crisis-donetsk-idUSKCN0J115520141117,48.379433,31.16558,food
2203,Ukraine,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",AFP - http://www.france24.com/en/20141117-ten-ukrainian-soldiers-police-killed-east-last-24-hours/,Central and Eastern Europe and the Commonwealth of Independent States,"Seven Ukrainian soldiers and three police officers were killed in eastern Ukraine in the past 24 hours, security officials in Kiev said on 17 November. The officers were killed in shelling while out on patrol near Makarove in the Lugansk region. Five other police were also wounded in the attack. Six soldiers died in separate incidents, officials said, while nine others were also wounded. One of the injured servicemen later died in hospital from his wounds, the military said later. In the rebel stronghold of Donetsk, a reporter in the city reported hearing fresh shelling early on 17 November. The separatist leadership in the industrial hub said Ukrainian army shelling destroyed three houses close to the ruins of the international airport, where government forces are battling to maintain control.","Ten soldiers, police killed in the east in last 24 hours",ukraine,"Ten soldiers, police killed in the east in last 24 hours",AFP - http://www.france24.com/en/20141117-ten-ukrainian-soldiers-police-killed-east-last-24-hours/,48.379433,31.16558,food
2204,Myanmar,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",NewsAsia - http://www.channelnewsasia.com/news/asiapacific/myanmar-army-bristles/1479368.html,East Asia and Pacific,"Myanmar's powerful army has told parliament it opposes changing a junta-drafted constitution that bars opposition leader Aung San Suu Kyi from becoming president, days after US President Barack Obama called for it to be amended. Military representatives - whose veto on charter change is guaranteed by the constitution - spoke out against amending a clause which bans Suu Kyi from high political office, during a heated debate that could have a major bearing on the country's future after crucial 2015 elections.",Myanmar army speak against constitutional change,myanmar,Myanmar army speak against constitutional change,NewsAsia - http://www.channelnewsasia.com/news/asiapacific/myanmar-army-bristles/1479368.html,21.913965,95.956223,food
2205,Kenya,18/11/2014 12:34,"UNICEF OPSCEN Brief - Tuesday, 18 November 2014.docx",Al Jazeera - http://www.aljazeera.com/news/africa/2014/11/deadly-raids-mosques-kenya-mombasa-2014111715249473661.html,Eastern and Southern Africa,"Police shoot dead one man and arrest more than 200 people at two mosques they allege have links with al-Shabaab group. One man has been killed andmore than200 peoplearrestedduring raids on twomosques in the Kenyan city of Mombasa, which policeaccused of havinglinks with Somalia's al-Qaeda-affiliated al-Shabab fighters Kenya has been trying to break up fighter networks it blames for a series of attacks on the coast, saying many recruits were inspired by al-Shabaab. Security forces began the operation in the early hours of Monday morning, targeting the Musa and Sakina mosques in the port city.",Deadly raids on mosques in Mombasa,kenya,Deadly raids on mosques in Mombasa,Al Jazeera - http://www.aljazeera.com/news/africa/2014/11/deadly-raids-mosques-kenya-mombasa-2014111715249473661.html,-0.023559,37.906193,food
